config_name,architecture,learning_rate,loss,best_epoch,best_val_loss_scaled,MAE,RMSE,DA
MEDIUM_LR_001,MEDIUM,0.001,Huber,16,0.3161749839782715,0.014739008226045212,0.018821093387770337,0.524
SMALL_LR_001,SMALL,0.001,Huber,19,0.3173496723175049,0.014794200326288852,0.018857257972080814,0.524
SMALL_LR_0005,SMALL,0.0005,Huber,5,0.31619638204574585,0.014863093816944997,0.018784159964588258,0.536
MEDIUM_LR_0005,MEDIUM,0.0005,Huber,3,0.31646963953971863,0.014923973327249172,0.01881439886219739,0.464
