Variable,count,mean,std,min,25%,50%,75%,max
GOLD_RET,4016.0,0.0003962979243762268,0.010232813055542599,-0.0935376578374833,-0.004498004926925475,0.0004504747739317,0.00590146510565565,0.0594766759233407
DXY_RET,4016.0,6.909041702423625e-05,0.004475078948977964,-0.023702321910402,-0.0025226628275374498,9.583847960092928e-05,0.002611817698870725,0.0205281534695189
SP500_RET,4016.0,0.0005090391962349806,0.010925113805297483,-0.1198405524039344,-0.003802394745557775,0.00070254510021855,0.005698577091988475,0.0951538764490484
OIL_RET,4016.0,-0.000687931578734666,0.05818241521625115,-3.059660652724544,-0.011715352932630076,0.00084760097522445,0.012296120238968176,0.3766233184702416
US10Y_CHANGE,4016.0,8.167332387065618e-05,0.053826350326875355,-0.3220000267028804,-0.0319999456405639,-0.00049996376037595,0.032999992370605,0.2690000534057617
VIX_LEVEL,4016.0,18.42169074162069,6.876930722409922,9.140000343322754,13.770000457763672,16.6850004196167,21.112500667572018,82.69000244140625
