Variable,count,mean,std,min,25%,50%,75%,max
TARGET_5D,4016.0,0.0019469903116691065,0.02225324418139268,-0.1344783870318463,-0.0110158906949672,0.0026834569943318997,0.01537518763258685,0.11598809876352
